stake,yr,d1,d2,d3,lat,lon,elevation,rhow,rhos,bw_stratigraphic,bs_stratigraphic,ba_stratigraphic,bw_floating_date,bs_floating_date,ba_floating_date,RGIId,GLIMSId,Name
hsa15,2009,08/10/2008,02/05/2009,07/10/2009,64.83897414,-18.7084931,1452.7,445,580,2.49,-0.81,1.68,2.09,-0.57,1.52,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa15,2010,07/10/2009,30/04/2010,06/10/2010,64.83897414,-18.7084931,1452,465,,2,-2.81,-0.81,1.76,-2.71,-0.95,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa15,2011,06/10/2010,01/05/2011,27/09/2011,64.83897414,-18.7084931,1451.3,456,580,2.32,-1.11,1.21,2.22,-0.91,1.31,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa15,2012,27/09/2011,04/05/2012,20/09/2012,64.83897414,-18.7084931,1450.6,483,580,2.92,-1.34,1.58,2.72,-1.14,1.58,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa15,2013,20/09/2012,05/05/2013,08/10/2013,64.83897414,-18.7084931,1449.9,461,580,2.23,-0.54,1.69,2.03,-0.34,1.69,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa15,2014,08/10/2013,02/05/2014,09/10/2014,64.83897414,-18.7084931,1451.2,451,580,2.03,-1,1.03,1.83,-0.71,1.12,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa15,2015,09/10/2014,05/05/2015,08/10/2015,64.83897414,-18.7084931,1452.6,474,580,3.39,-0.26,3.13,3.1,0.02,3.12,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa15,2016,08/10/2015,06/05/2016,17/10/2016,64.83897414,-18.7084931,1452.2,447,590,2.22,-1.37,0.85,1.94,-1.25,0.69,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa15,2017,17/10/2016,03/05/2017,03/10/2017,64.83897414,-18.7084931,1451.8,471,600,2.58,-0.62,1.96,2.46,-0.5,1.96,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa15,2018,03/10/2017,02/05/2018,09/10/2018,64.83897414,-18.7084931,1452,431,580,2.43,-0.8,1.62,2.31,-0.42,1.88,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa15,2019,09/10/2018,02/05/2019,06/11/2019,64.83897414,-18.7084931,1452,497,580,1.54,-1.13,0.41,1.16,-0.89,0.27,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa15,2020,06/11/2019,03/05/2020,10/10/2020,64.83897414,-18.7084931,1452,467,550,1.96,-0.79,1.17,1.72,-0.34,1.38,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa15,2021,10/10/2020,02/05/2021,21/10/2021,64.83897414,-18.7084931,1452,464,580,2.43,-1.5,0.92,1.98,-1,0.97,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa15,2022,21/10/2021,28/04/2022,17/10/2022,64.83897414,-18.7084931,1452,479,580,2.73,-0.55,2.18,2.23,-0.24,1.99,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa17,1989,20/09/1988,29/05/1989,22/09/1989,64.79385807,-18.84388296,1703.6,,,3.01,0.38,3.39,3.01,0.38,3.39,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa17,1990,22/09/1989,14/05/1990,16/09/1990,64.79385807,-18.84388296,1702.8,,,2.25,0.25,2.5,2.25,0.25,2.5,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa17,1991,16/09/1990,21/05/1991,12/09/1991,64.79385807,-18.84388296,1701.9,,,2.55,-0.72,1.83,2.55,-0.72,1.83,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa17,1992,12/09/1991,12/05/1992,20/09/1992,64.79385807,-18.84388296,1701,,,4.02,1.19,5.21,4.02,1.19,5.21,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa17,1993,20/09/1992,12/05/1993,17/09/1993,64.79385807,-18.84388296,1700.2,,,2.82,0.35,3.17,2.82,0.35,3.17,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa17,1994,17/09/1993,13/05/1994,15/09/1994,64.79385807,-18.84388296,1699.3,,,3,0.03,3.03,3,0.03,3.03,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa17,1995,15/09/1994,17/05/1995,15/09/1995,64.79385807,-18.84388296,1698.4,,,2.85,-0.36,2.49,2.85,-0.36,2.49,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa17,1996,15/09/1995,12/05/1996,04/10/1996,64.79385807,-18.84388296,1697.6,,,2.64,-0.54,2.1,2.64,-0.54,2.1,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa17,1997,04/10/1996,19/05/1997,25/09/1997,64.79385807,-18.84388296,1696.7,,,2.38,-0.04,2.34,2.38,-0.04,2.34,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa17,1998,25/09/1997,19/05/1998,04/10/1998,64.79385807,-18.84388296,1695.9,,,2.25,-0.14,2.11,2.25,-0.14,2.11,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa17,1999,04/10/1998,17/05/1999,22/09/1999,64.79385807,-18.84388296,1695,,,2.29,0.52,2.81,2.29,0.52,2.81,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa17,2000,22/09/1999,16/05/2000,22/09/2000,64.79385807,-18.84388296,1695.1,476,580,2.19,-0.71,1.48,2.19,-0.38,1.81,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa17,2001,22/09/2000,10/05/2001,28/09/2001,64.79385807,-18.84388296,1695.3,488,580,2.27,0.33,2.6,1.94,0.34,2.28,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa17,2002,28/09/2001,08/05/2002,04/10/2002,64.79385807,-18.84388296,1695.4,488,590,2.88,0.22,3.09,2.87,0.25,3.11,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa17,2003,04/10/2002,12/05/2003,26/09/2003,64.79385807,-18.84388296,1695.6,500,590,3.29,-0.63,2.66,3.26,-0.58,2.68,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa17,2004,26/09/2003,11/05/2004,07/10/2004,64.79385807,-18.84388296,1695.7,488,600,2.58,-0.05,2.53,2.53,0,2.53,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa17,2005,07/10/2004,11/05/2005,07/10/2005,64.79385807,-18.84388296,1696.1,475,560,2.74,-0.14,2.59,2.69,0.18,2.86,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa17,2006,07/10/2005,28/04/2006,16/09/2006,64.79385807,-18.84388296,1696.6,465,560,3.3,0.09,3.39,2.98,0.09,3.07,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa17,2007,16/09/2006,10/05/2007,19/09/2007,64.79385807,-18.84388296,1697,460,560,2.55,-0.25,2.3,2.55,-0.13,2.42,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa17,2008,19/09/2007,07/05/2008,08/10/2008,64.79385807,-18.84388296,1697.4,473,560,3.33,-0.26,3.07,3.21,0.12,3.33,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa17,2009,08/10/2008,03/05/2009,07/10/2009,64.79385807,-18.84388296,1697.1,444,560,3.05,-0.15,2.9,2.67,0.13,2.8,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa17,2010,07/10/2009,03/05/2010,07/10/2010,64.79385807,-18.84388296,1696.8,439,560,2.14,-1.51,0.63,1.86,-1.21,0.65,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa17,2011,07/10/2010,02/05/2011,28/09/2011,64.79385807,-18.84388296,1696.4,437,560,2.9,0.04,2.94,2.6,0.35,2.95,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa17,2012,28/09/2011,05/05/2012,19/09/2012,64.79385807,-18.84388296,1696.1,479,560,3.91,-0.8,3.12,3.6,-0.56,3.05,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa17,2013,19/09/2012,04/05/2013,09/10/2013,64.79385807,-18.84388296,1695.8,450,560,2.25,0.08,2.33,2.01,0.32,2.33,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa17,2014,09/10/2013,01/05/2014,10/10/2014,64.79385807,-18.84388296,1696.9,426,560,2.03,0.18,2.21,1.79,0.61,2.4,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa17,2015,10/10/2014,07/05/2015,08/10/2015,64.79385807,-18.84388296,1698,465,560,3.26,0.65,3.9,2.83,1.14,3.96,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa17,2016,08/10/2015,30/04/2016,18/10/2016,64.79385807,-18.84388296,1698,468,560,2.64,-0.87,1.77,2.15,-0.65,1.5,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa17,2017,18/10/2016,05/05/2017,05/10/2017,64.79385807,-18.84388296,1698,486,600,2.93,0.26,3.19,2.71,0.48,3.19,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa17,2018,05/10/2017,02/05/2018,08/10/2018,64.79385807,-18.84388296,1698,416,560,3.14,-0.37,2.77,2.92,0.19,3.11,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa17,2019,08/10/2018,30/04/2019,06/11/2019,64.79385807,-18.84388296,1697,475,560,3.03,-0.5,2.53,2.47,-0.2,2.27,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa17,2020,06/11/2019,29/04/2020,10/10/2020,64.79385807,-18.84388296,1697,447,540,2.34,0.08,2.42,2.04,0.69,2.73,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa17,2021,10/10/2020,03/05/2021,21/10/2021,64.79385807,-18.84388296,1697,461,560,2.54,-0.83,1.71,1.93,-0.27,1.66,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa17,2022,21/10/2021,27/04/2022,18/10/2022,64.79385807,-18.84388296,1697,470,560,3.3,-0.04,3.26,2.74,0.23,2.97,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa7,1992,12/09/1991,12/05/1992,20/09/1992,64.75254214,-18.50501265,746.7,,,0.65,-4.09,-3.44,0.65,-4.09,-3.44,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa7,1993,20/09/1992,12/05/1993,17/09/1993,64.75254214,-18.50501265,746.4,,,0.71,-4.81,-4.1,0.71,-4.81,-4.1,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa7,1994,17/09/1993,13/05/1994,15/09/1994,64.75254214,-18.50501265,746.1,,,-0.12,-4.28,-4.4,-0.12,-4.28,-4.4,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa7,1995,15/09/1994,17/05/1995,15/09/1995,64.75254214,-18.50501265,745.8,,,0.9,,,0.9,,,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa7,2000,22/09/1999,16/05/2000,22/09/2000,64.75254214,-18.50501265,738.1,617,600,0.64,-5.09,-4.44,0.64,-5.09,-4.44,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa7,2001,22/09/2000,10/05/2001,28/09/2001,64.75254214,-18.50501265,731.4,530,600,0.33,-5.15,-4.82,0.33,-5.15,-4.82,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa7,2002,28/09/2001,08/05/2002,04/10/2002,64.75254214,-18.50501265,724.8,530,,0.57,-5.09,-4.52,0.57,-5.09,-4.52,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa7,2003,04/10/2002,12/05/2003,26/09/2003,64.75254214,-18.50501265,718.1,587,600,0.28,-6.14,-5.86,0.28,-6.14,-5.86,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa7,2004,26/09/2003,11/05/2004,07/10/2004,64.75254214,-18.50501265,711.5,596,600,0.04,-7.13,-7.09,0.04,-7.13,-7.09,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa7,2005,07/10/2004,08/05/2005,07/10/2005,64.75254214,-18.50501265,704.1,526,,0.65,-5.27,-4.62,0.65,-5.2,-4.55,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa7,2006,07/10/2005,01/05/2006,16/09/2006,64.75254214,-18.50501265,696.8,511,,0.46,-6.08,-5.62,0.39,-6.08,-5.69,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa7,2007,16/09/2006,10/05/2007,18/09/2007,64.75254214,-18.50501265,689.5,544,,1.05,-6.29,-5.24,1.05,-6.29,-5.24,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa7,2008,18/09/2007,05/05/2008,08/10/2008,64.75254214,-18.50501265,682.1,426,,1,-7.33,-6.34,1,-7.33,-6.34,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa7v,2009,08/10/2008,02/05/2009,07/10/2009,64.75842849,-18.51555688,723.7,,,0.76,-5.02,-4.26,0.76,-5.02,-4.26,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa7v,2010,07/10/2009,30/04/2010,06/10/2010,64.75842849,-18.51555688,717.9,,,0.15,-6.45,-6.3,0.15,-6.45,-6.3,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa7v,2011,06/10/2010,01/05/2011,26/11/2011,64.75842849,-18.51555688,712.2,,,0.76,-5.31,-4.55,0.76,-5.31,-4.55,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa7v,2012,26/11/2011,04/05/2012,20/09/2012,64.75842849,-18.51555688,706.4,,,0.54,-5.44,-4.9,0.54,-5.44,-4.9,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa7v,2013,20/09/2012,05/05/2013,08/10/2013,64.75842849,-18.51555688,700.6,,,0.78,-5.13,-4.35,0.78,-5.13,-4.35,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa7v,2014,08/10/2013,02/05/2014,09/10/2014,64.75842849,-18.51555688,695.1,,,0.58,-5.9,-5.32,0.58,-5.9,-5.32,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa7v,2015,09/10/2014,05/05/2015,08/10/2015,64.75842849,-18.51555688,689.6,444,,0.74,-4.78,-4.04,0.74,-4.78,-4.04,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa7v,2016,08/10/2015,30/04/2016,17/10/2016,64.75842849,-18.51555688,684.1,479,,0.54,-6.49,-5.96,0.54,-6.49,-5.96,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa7v,2017,17/10/2016,30/04/2017,03/10/2017,64.75842849,-18.51555688,678.6,476,,0.44,-5.89,-5.46,0.44,-5.89,-5.46,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa8,1995,15/09/1994,17/05/1995,15/09/1995,64.80710314,-18.49996028,838.4,,,0.91,-4.47,-3.56,0.91,-4.47,-3.56,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa8,1996,15/09/1995,12/05/1996,04/10/1996,64.80710314,-18.49996028,836.7,,,0.79,,,0.79,,,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa8,1997,04/10/1996,19/05/1997,22/10/1997,64.80710314,-18.49996028,834.9,,,0.87,-4.76,-3.89,0.87,-4.76,-3.89,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa8,1998,22/10/1997,19/05/1998,04/10/1998,64.80710314,-18.49996028,833.2,,,0.43,-4.54,-4.11,0.43,-4.54,-4.11,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa8,1999,04/10/1998,17/05/1999,22/09/1999,64.80710314,-18.49996028,831.4,,,0.96,-4.67,-3.71,0.96,-4.67,-3.71,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa8,2000,22/09/1999,16/05/2000,22/09/2000,64.80710314,-18.49996028,828.1,,,0.85,,,0.85,,,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa8,2009,08/10/2008,02/05/2009,07/10/2009,64.80710314,-18.49996028,792.7,484,,0.76,-5.1,-4.34,0.76,-5.02,-4.26,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa8,2010,07/10/2009,30/04/2010,06/10/2010,64.80710314,-18.49996028,788.1,377,,0.23,-6.53,-6.3,0.15,-6.53,-6.38,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa8,2011,06/10/2010,01/05/2011,26/11/2011,64.80710314,-18.49996028,783.6,520,,0.76,-5.37,-4.6,0.76,-5.32,-4.55,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa8,2012,26/11/2011,04/05/2012,20/09/2012,64.80710314,-18.49996028,779,457,,0.59,-5.51,-4.92,0.54,-5.49,-4.95,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa8,2013,20/09/2012,05/05/2013,08/10/2013,64.80710314,-18.49996028,774.4,484,,0.79,-5.18,-4.39,0.77,-5.16,-4.39,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa8,2014,08/10/2013,02/05/2014,09/10/2014,64.80710314,-18.49996028,772.5,521,600,0.62,-5.9,-5.28,0.6,-5.9,-5.3,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa8,2015,09/10/2014,05/05/2015,08/10/2015,64.80710314,-18.49996028,770.5,444,600,0.74,-4.78,-4.04,0.74,-4.78,-4.04,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa8,2016,08/10/2015,30/04/2016,17/10/2016,64.80710314,-18.49996028,768.5,479,600,0.54,-6.49,-5.96,0.54,-6.49,-5.96,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa8,2017,17/10/2016,30/04/2017,03/10/2017,64.80710314,-18.49996028,766.6,476,,0.44,-5.89,-5.46,0.44,-5.89,-5.46,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa9,1989,20/09/1988,29/05/1989,22/09/1989,64.77016182,-18.54308403,887.1,,,1.45,,,1.45,,,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa9,1990,22/09/1989,14/05/1990,16/09/1990,64.77016182,-18.54308403,886.7,,,1.28,-3.21,-1.93,1.28,-3.21,-1.93,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa9,1991,16/09/1990,21/05/1991,12/09/1991,64.77016182,-18.54308403,886.4,,,1.14,-4.58,-3.44,1.14,-4.58,-3.44,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa9,1992,12/09/1991,12/05/1992,20/09/1992,64.77016182,-18.54308403,886.1,,,1.65,-2.53,-0.88,1.65,-2.53,-0.88,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa9,1993,20/09/1992,12/05/1993,17/09/1993,64.77016182,-18.54308403,885.7,,,1.81,-2.79,-0.98,1.81,-2.79,-0.98,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa9,1994,17/09/1993,13/05/1994,15/09/1994,64.77016182,-18.54308403,885.4,,,0.82,-3.37,-2.55,0.82,-3.37,-2.55,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa9,2000,22/09/1999,16/05/2000,22/09/2000,64.77016182,-18.54308403,881.1,600,600,1.39,-3.62,-2.24,1.39,-3.62,-2.24,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa9,2001,22/09/2000,10/05/2001,28/09/2001,64.77016182,-18.54308403,878.6,522,600,0.42,-3.82,-3.4,0.42,-3.82,-3.4,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa9,2002,28/09/2001,08/05/2002,04/10/2002,64.77016182,-18.54308403,876,521,,1.17,-3.48,-2.31,1.17,-3.48,-2.31,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa9,2003,04/10/2002,12/05/2003,26/09/2003,64.77016182,-18.54308403,873.5,566,600,0.82,-4.67,-3.85,0.82,-4.66,-3.84,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa9,2004,26/09/2003,11/05/2004,07/10/2004,64.77016182,-18.54308403,870.9,570,600,0.68,-4.71,-4.02,0.67,-4.71,-4.03,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa9,2005,07/10/2004,08/05/2005,07/10/2005,64.77016182,-18.54308403,868.6,546,,1.07,-3.95,-2.88,1.07,-3.85,-2.78,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa9,2006,07/10/2005,01/05/2006,16/09/2006,64.77016182,-18.54308403,866.4,457,,1.03,-4.28,-3.25,0.93,-4.28,-3.35,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa9,2007,16/09/2006,10/05/2007,18/09/2007,64.77016182,-18.54308403,864.1,601,,1.2,-4.26,-3.06,1.2,-4.22,-3.02,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa9,2008,18/09/2007,05/05/2008,08/10/2008,64.77016182,-18.54308403,861.9,445,,0.89,-4.68,-3.79,0.85,-4.68,-3.83,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa9,2009,08/10/2008,02/05/2009,07/10/2009,64.77016182,-18.54308403,859.2,475,,1.03,-4.35,-3.32,1.03,-4.27,-3.24,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa9,2010,07/10/2009,30/04/2010,06/10/2010,64.77016182,-18.54308403,856.5,418,,0.35,-5.56,-5.21,0.27,-5.56,-5.29,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa9,2011,06/10/2010,01/05/2011,26/11/2011,64.77016182,-18.54308403,853.9,497,,1.46,-4,-2.54,1.46,-3.92,-2.46,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa9,2012,26/11/2011,04/05/2012,20/09/2012,64.77016182,-18.54308403,851.2,471,,1.08,-3.8,-2.72,1,-3.71,-2.71,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa9,2013,20/09/2012,05/05/2013,08/10/2013,64.77016182,-18.54308403,848.5,462,,0.61,-4.02,-3.41,0.52,-3.93,-3.41,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa9,2014,08/10/2013,02/05/2014,09/10/2014,64.77016182,-18.54308403,846.1,500,600,0.89,-4.99,-4.1,0.8,-4.91,-4.11,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa9,2015,09/10/2014,05/05/2015,08/10/2015,64.77016182,-18.54308403,843.7,458,600,1.17,-3.36,-2.19,1.09,-3.34,-2.25,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa9,2016,08/10/2015,01/05/2016,17/10/2016,64.77016182,-18.54308403,841.3,408,600,0.73,-5.08,-4.35,0.71,-5.08,-4.37,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa9,2017,17/10/2016,30/04/2017,03/10/2017,64.77016182,-18.54308403,838.9,469,,1.14,-4.65,-3.5,1.14,-4.65,-3.5,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa9,2018,03/10/2017,01/05/2018,09/10/2018,64.77016182,-18.54308403,836,469,,1.07,-3.69,-2.62,1.07,-3.56,-2.49,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa9,2019,09/10/2018,02/05/2019,06/11/2019,64.77016182,-18.54308403,833,582,,0.51,-5.44,-4.93,0.38,-5.33,-4.95,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa9,2020,06/11/2019,30/04/2020,10/10/2020,64.77016182,-18.54308403,833,547,,0.97,-4.6,-3.63,0.86,-4.53,-3.67,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa9,2021,10/10/2020,02/05/2021,20/10/2021,64.77016182,-18.54308403,833,508,,1.05,-4.89,-3.84,0.98,-4.83,-3.85,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa9,2022,20/10/2021,28/04/2022,17/10/2022,64.77016182,-18.54308403,833,589,,1.27,-5,-3.73,1.21,-4.87,-3.66,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
h18,1988,20/09/1987,12/04/1988,24/09/1988,64.80903589,-18.8693267,1795.5,,,2.79,0.4,3.19,2.79,0.4,3.19,RGI60-06.00236,G340976E64757N,Blagnipujoekull (Hofsjoekull SW)
h18,1989,24/09/1988,25/05/1989,20/09/1989,64.80903589,-18.8693267,1795,,,3.57,0.61,4.18,3.57,0.61,4.18,RGI60-06.00236,G340976E64757N,Blagnipujoekull (Hofsjoekull SW)
h18,1990,20/09/1989,12/05/1990,13/09/1990,64.80903589,-18.8693267,1794.4,,,2.32,0.49,2.81,2.32,0.49,2.81,RGI60-06.00236,G340976E64757N,Blagnipujoekull (Hofsjoekull SW)
h18,1991,13/09/1990,20/05/1991,12/09/1991,64.80903589,-18.8693267,1793.8,,,3.41,-0.42,2.99,3.41,-0.42,2.99,RGI60-06.00236,G340976E64757N,Blagnipujoekull (Hofsjoekull SW)
h18,1992,12/09/1991,14/05/1992,20/09/1992,64.80903589,-18.8693267,1793.2,,,4.13,1.18,5.31,4.13,1.18,5.31,RGI60-06.00236,G340976E64757N,Blagnipujoekull (Hofsjoekull SW)
h18,1993,20/09/1992,17/05/1993,15/09/1993,64.80903589,-18.8693267,1792.7,,,3.08,0.61,3.69,3.08,0.61,3.69,RGI60-06.00236,G340976E64757N,Blagnipujoekull (Hofsjoekull SW)
